ticket_id,created_date,channel,category,customer_segment,region,agent,resolution_hours,status,csat_score
104120,2026-05-25,Call Center,Flight Delay,Business,Medan,A15,19.2,Resolved,2
104121,2026-05-25,App,Cancellation,Leisure,Jakarta,A08,15.1,Resolved,5
104122,2026-05-25,Email,Cancellation,Corporate,Bali,A07,10.4,Resolved,3
104123,2026-05-25,Call Center,Refund Request,Corporate,Makassar,A09,26.3,Resolved,5
104124,2026-05-25,Call Center,Cancellation,Business,Bali,A13,16.1,Resolved,1
104125,2026-05-25,Email,Complaint,Business,Surabaya,A03,16.0,Resolved,3
104126,2026-05-26,App,Flight Delay,Leisure,Surabaya,A15,4.2,Resolved,3
104127,2026-05-26,App,Refund Request,First-time,Medan,A14,42.6,Resolved,2
104128,2026-05-26,WhatsApp,Loyalty/Account,First-time,Jakarta,A13,5.0,Resolved,5
104129,2026-05-26,WhatsApp,Cancellation,Leisure,Medan,A02,13.1,Resolved,1
104130,2026-05-26,App,Refund Request,First-time,Jakarta,A10,38.3,Resolved,5
104131,2026-05-26,Call Center,Cancellation,First-time,Bali,A03,9.6,Resolved,5
104132,2026-05-26,Web,Cancellation,Corporate,Surabaya,A08,6.6,Resolved,4
104133,2026-05-26,App,Loyalty/Account,First-time,Medan,A01,2.0,Resolved,5
104134,2026-05-26,Web,Refund Request,Corporate,Jakarta,A02,33.0,Resolved,3
104135,2026-05-26,Web,Flight Delay,Leisure,Makassar,A13,14.8,Resolved,5
104136,2026-05-26,App,Flight Delay,First-time,Medan,A03,16.8,Resolved,4
104137,2026-05-26,Web,Cancellation,Business,Makassar,A14,0.5,Resolved,5
104138,2026-05-26,App,Flight Delay,Business,Jakarta,A14,4.8,Open,
104139,2026-05-26,WhatsApp,Cancellation,First-time,Jakarta,A14,14.3,Resolved,4
104140,2026-05-26,WhatsApp,Cancellation,First-time,Medan,A04,9.6,Resolved,5
104141,2026-05-26,WhatsApp,Complaint,Leisure,Makassar,A04,22.9,Resolved,3
104142,2026-05-26,Email,Flight Delay,Corporate,Makassar,A14,15.8,Resolved,2
104143,2026-05-26,Email,Baggage Issue,Corporate,Jakarta,A13,14.7,Resolved,5
104144,2026-05-26,Email,Flight Delay,First-time,Medan,A06,21.3,Resolved,5
104145,2026-05-26,App,Baggage Issue,Business,Makassar,A08,23.7,Resolved,5
104146,2026-05-26,Call Center,Complaint,Leisure,Surabaya,A06,23.9,Resolved,3
104147,2026-05-26,Email,Booking Change,First-time,Surabaya,A10,7.7,Resolved,1
104148,2026-05-26,Web,Refund Request,Corporate,Bali,A15,29.6,Resolved,5
104149,2026-05-26,Call Center,Refund Request,Leisure,Medan,A13,31.3,Resolved,5
104150,2026-05-26,Call Center,Flight Delay,Business,Surabaya,A08,4.2,Resolved,5
104151,2026-05-26,Web,Booking Change,Corporate,Makassar,A08,6.2,Resolved,5
104152,2026-05-26,Email,Complaint,Business,Medan,A10,11.5,Resolved,5
104153,2026-05-26,Call Center,Flight Delay,Business,Surabaya,A03,18.8,Resolved,5
104154,2026-05-26,Web,Loyalty/Account,Business,Medan,A15,7.1,Resolved,1
104155,2026-05-26,Call Center,Booking Change,Business,Surabaya,A13,5.0,Resolved,5
104156,2026-05-26,WhatsApp,Flight Delay,Leisure,Jakarta,A12,10.9,Resolved,5
104157,2026-05-26,Email,Booking Change,Leisure,Surabaya,A01,5.8,Resolved,5
104158,2026-05-26,Call Center,Booking Change,Business,Makassar,A06,7.6,Resolved,2
104159,2026-05-27,App,Booking Change,First-time,Makassar,A05,3.5,Resolved,4
104160,2026-05-27,Email,Baggage Issue,Corporate,Jakarta,A07,19.7,Resolved,5
104161,2026-05-27,Call Center,Booking Change,First-time,Bali,A14,5.4,Resolved,4
104162,2026-05-27,Web,Booking Change,First-time,Makassar,A08,4.0,Resolved,5
104163,2026-05-27,Web,Refund Request,Corporate,Surabaya,A11,33.6,Resolved,1
104164,2026-05-27,Web,Flight Delay,Corporate,Makassar,A05,9.1,Resolved,5
104165,2026-05-27,App,Loyalty/Account,Business,Makassar,A04,2.2,Resolved,3
104166,2026-05-27,App,Baggage Issue,Business,Surabaya,A12,12.0,Resolved,5
104167,2026-05-27,Email,Booking Change,Corporate,Makassar,A06,7.2,Resolved,2
104168,2026-05-27,Email,Booking Change,Leisure,Medan,A07,2.0,Resolved,4
104169,2026-05-27,Email,Flight Delay,Leisure,Medan,A04,17.6,Resolved,1
104170,2026-05-27,Web,Complaint,First-time,Surabaya,A09,23.3,Resolved,3
104171,2026-05-27,WhatsApp,Booking Change,Leisure,Surabaya,A06,6.5,Resolved,5
104172,2026-05-27,Email,Booking Change,Corporate,Makassar,A04,7.2,Resolved,4
104173,2026-05-27,WhatsApp,Booking Change,First-time,Surabaya,A10,5.9,Resolved,5
104174,2026-05-27,Call Center,Flight Delay,Corporate,Bali,A07,16.3,Resolved,1
104175,2026-05-27,Email,Baggage Issue,Business,Jakarta,A01,13.0,Open,
104176,2026-05-27,Web,Cancellation,Leisure,Jakarta,A12,9.8,Resolved,5
104177,2026-05-27,Web,Booking Change,First-time,Surabaya,A06,5.7,Resolved,3
104178,2026-05-27,Call Center,Complaint,Business,Surabaya,A15,10.0,Resolved,5
104179,2026-05-27,Email,Booking Change,Leisure,Medan,A01,6.9,Open,
104180,2026-05-27,App,Booking Change,First-time,Medan,A12,3.0,Resolved,2
104181,2026-05-27,Call Center,Cancellation,First-time,Bali,A15,10.2,Resolved,4
104182,2026-05-27,Call Center,Cancellation,First-time,Makassar,A10,3.1,Resolved,3
104183,2026-05-28,WhatsApp,Flight Delay,First-time,Jakarta,A11,15.2,Resolved,4
104184,2026-05-28,App,Loyalty/Account,Corporate,Makassar,A01,4.2,Resolved,3
104185,2026-05-28,Email,Complaint,Corporate,Medan,A10,27.8,Resolved,5
104186,2026-05-28,Email,Loyalty/Account,Business,Makassar,A13,2.9,Resolved,5
104187,2026-05-28,WhatsApp,Cancellation,Corporate,Surabaya,A10,13.5,Resolved,1
104188,2026-05-28,WhatsApp,Booking Change,Business,Medan,A13,6.4,Resolved,3
104189,2026-05-28,Call Center,Flight Delay,Business,Medan,A04,13.8,Resolved,5
104190,2026-05-28,App,Refund Request,Business,Makassar,A07,19.7,Resolved,5
104191,2026-05-28,WhatsApp,Booking Change,Leisure,Makassar,A11,3.0,Resolved,4
104192,2026-05-28,Web,Loyalty/Account,Business,Bali,A05,2.7,Resolved,5
104193,2026-05-28,Call Center,Refund Request,First-time,Makassar,A03,37.7,Resolved,5
104194,2026-05-28,Email,Booking Change,Business,Makassar,A02,6.0,Open,
104195,2026-05-28,Call Center,Flight Delay,Business,Bali,A07,8.6,Open,
104196,2026-05-28,Email,Refund Request,Leisure,Surabaya,A07,21.8,Resolved,5
104197,2026-05-28,Email,Flight Delay,Leisure,Jakarta,A02,12.9,Resolved,1
104198,2026-05-28,Call Center,Refund Request,First-time,Bali,A09,35.5,Resolved,3
104199,2026-05-28,App,Cancellation,Leisure,Makassar,A01,10.8,Resolved,4
104200,2026-05-28,WhatsApp,Booking Change,Corporate,Surabaya,A07,4.0,Resolved,4
104201,2026-05-28,Call Center,Booking Change,Business,Makassar,A06,6.0,Open,
104202,2026-05-28,WhatsApp,Baggage Issue,First-time,Surabaya,A01,5.7,Resolved,4
104203,2026-05-28,Call Center,Booking Change,Business,Bali,A14,0.5,Resolved,5
104204,2026-05-28,Call Center,Booking Change,Leisure,Makassar,A10,7.3,Resolved,4
104205,2026-05-28,App,Booking Change,First-time,Bali,A15,5.2,Resolved,3
104206,2026-05-28,Email,Complaint,Business,Makassar,A09,27.8,Resolved,4
104207,2026-05-29,App,Baggage Issue,Leisure,Medan,A09,24.2,Resolved,3
104208,2026-05-29,Call Center,Booking Change,Business,Makassar,A01,6.1,Resolved,1
104209,2026-05-29,Web,Booking Change,First-time,Jakarta,A10,6.8,Resolved,5
104210,2026-05-29,App,Baggage Issue,Business,Surabaya,A10,30.9,Resolved,1
104211,2026-05-29,Web,Complaint,Leisure,Jakarta,A08,26.6,Resolved,4
104212,2026-05-29,Web,Flight Delay,Corporate,Medan,A12,10.7,Resolved,4
104213,2026-05-29,Web,Refund Request,Leisure,Jakarta,A15,1.8,Resolved,5
104214,2026-05-29,WhatsApp,Refund Request,Leisure,Medan,A14,46.8,Resolved,5
104215,2026-05-29,App,Refund Request,Leisure,Surabaya,A02,26.5,Resolved,4
104216,2026-05-29,WhatsApp,Loyalty/Account,Business,Surabaya,A14,3.8,Resolved,5
104217,2026-05-29,WhatsApp,Booking Change,Corporate,Bali,A14,5.9,Resolved,1
104218,2026-05-29,App,Booking Change,Business,Surabaya,A13,1.9,Resolved,5
104219,2026-05-29,WhatsApp,Baggage Issue,Leisure,Jakarta,A12,15.4,Resolved,2
104220,2026-05-29,App,Booking Change,Corporate,Bali,A06,6.7,Resolved,5
104221,2026-05-29,App,Cancellation,Business,Medan,A09,15.0,Resolved,1
104222,2026-05-29,Call Center,Loyalty/Account,Leisure,Bali,A12,6.0,Resolved,4
104223,2026-05-29,Email,Booking Change,Leisure,Makassar,A15,6.5,Resolved,2
104224,2026-05-29,Call Center,Refund Request,Corporate,Bali,A10,32.0,Resolved,5
104225,2026-05-29,App,Flight Delay,Corporate,Makassar,A07,15.5,Resolved,5
104226,2026-05-29,WhatsApp,Flight Delay,Business,Makassar,A15,5.5,Resolved,5
104227,2026-05-29,WhatsApp,Booking Change,Corporate,Surabaya,A05,7.2,Resolved,5
104228,2026-05-29,Email,Baggage Issue,First-time,Medan,A03,19.9,Resolved,5
104229,2026-05-29,Email,Cancellation,Corporate,Medan,A13,8.7,Resolved,5
104230,2026-05-29,Email,Booking Change,First-time,Bali,A03,6.6,Resolved,4
104231,2026-05-29,WhatsApp,Booking Change,Corporate,Medan,A06,5.6,Resolved,1
104232,2026-05-29,App,Refund Request,First-time,Medan,A02,29.0,Resolved,5
104233,2026-05-29,App,Cancellation,First-time,Medan,A13,12.0,Resolved,2
104234,2026-05-29,App,Flight Delay,First-time,Medan,A02,18.0,Resolved,4
104235,2026-05-29,App,Complaint,First-time,Bali,A03,32.4,Resolved,1
104236,2026-05-29,Web,Booking Change,Business,Bali,A05,6.9,Resolved,5
104237,2026-05-29,App,Booking Change,First-time,Jakarta,A09,4.0,Resolved,5
104238,2026-05-29,Web,Refund Request,Leisure,Medan,A02,50.6,Resolved,1
104239,2026-05-29,Call Center,Refund Request,Business,Jakarta,A15,29.0,Resolved,5
104240,2026-05-29,Email,Cancellation,Corporate,Bali,A01,7.1,Resolved,2
104241,2026-05-29,Web,Baggage Issue,Corporate,Surabaya,A03,26.0,Resolved,3
104242,2026-05-29,Web,Loyalty/Account,Corporate,Bali,A12,5.8,Resolved,1
104243,2026-05-29,App,Loyalty/Account,Leisure,Bali,A13,7.0,Resolved,5
104244,2026-05-29,Email,Cancellation,Business,Medan,A10,4.8,Resolved,5
104245,2026-05-29,App,Complaint,Leisure,Surabaya,A15,40.7,Resolved,5
104246,2026-05-29,App,Flight Delay,Leisure,Makassar,A11,19.3,Open,
104247,2026-05-29,Call Center,Booking Change,First-time,Surabaya,A03,8.2,Resolved,1
104248,2026-05-30,Call Center,Complaint,Business,Bali,A09,22.5,Resolved,1
104249,2026-05-30,Email,Cancellation,Corporate,Surabaya,A04,10.4,Resolved,4
104250,2026-05-30,Call Center,Booking Change,First-time,Surabaya,A05,4.0,Resolved,5
104251,2026-05-30,App,Baggage Issue,Business,Bali,A02,33.4,Resolved,1
104252,2026-05-30,Web,Flight Delay,Corporate,Jakarta,A05,4.5,Resolved,5
104253,2026-05-30,Email,Cancellation,Business,Makassar,A03,13.1,Resolved,4
104254,2026-05-30,Web,Loyalty/Account,Leisure,Makassar,A09,4.1,Resolved,4
104255,2026-05-30,Web,Refund Request,First-time,Jakarta,A01,22.7,Resolved,3
104256,2026-05-30,Call Center,Booking Change,First-time,Makassar,A10,4.5,Resolved,5
104257,2026-05-30,Web,Cancellation,Business,Medan,A02,9.4,Resolved,3
104258,2026-05-30,Web,Loyalty/Account,Corporate,Bali,A01,3.6,Resolved,5
104259,2026-05-30,Call Center,Complaint,Leisure,Bali,A06,34.6,Resolved,1
104260,2026-05-30,Call Center,Refund Request,First-time,Bali,A15,46.5,Resolved,5
104261,2026-05-30,App,Complaint,First-time,Jakarta,A11,28.1,Resolved,1
104262,2026-05-30,WhatsApp,Complaint,First-time,Surabaya,A07,18.5,Resolved,5
104263,2026-05-30,Call Center,Booking Change,Leisure,Surabaya,A04,5.1,Resolved,3
104264,2026-05-30,Email,Flight Delay,Corporate,Makassar,A11,18.2,Resolved,3
104265,2026-05-30,Email,Flight Delay,First-time,Makassar,A01,27.1,Resolved,5
104266,2026-05-30,WhatsApp,Refund Request,Business,Medan,A05,17.2,Resolved,5
104267,2026-05-30,Call Center,Loyalty/Account,Business,Medan,A10,6.7,Resolved,5
104268,2026-05-30,Call Center,Booking Change,Business,Makassar,A05,1.6,Resolved,3
104269,2026-05-30,Web,Flight Delay,Corporate,Medan,A11,15.1,Resolved,2
104270,2026-05-30,WhatsApp,Loyalty/Account,Business,Medan,A08,4.9,Resolved,4
104271,2026-05-30,Email,Complaint,Corporate,Jakarta,A01,25.7,Resolved,1
104272,2026-05-30,Email,Refund Request,Leisure,Jakarta,A07,41.6,Resolved,5
104273,2026-05-30,Web,Complaint,Business,Jakarta,A13,19.4,Resolved,3
104274,2026-05-30,Web,Booking Change,First-time,Makassar,A08,3.2,Resolved,5
104275,2026-05-30,Web,Flight Delay,First-time,Bali,A10,14.6,Resolved,2
104276,2026-05-30,Web,Refund Request,First-time,Makassar,A11,52.5,Resolved,1
104277,2026-05-30,Call Center,Flight Delay,First-time,Jakarta,A09,9.9,Resolved,5
104278,2026-05-30,WhatsApp,Loyalty/Account,Business,Bali,A13,4.9,Resolved,4
104279,2026-05-30,WhatsApp,Loyalty/Account,Leisure,Jakarta,A11,2.8,Resolved,5
104280,2026-05-30,App,Loyalty/Account,Business,Jakarta,A14,7.0,Resolved,5
104281,2026-05-30,App,Flight Delay,Leisure,Medan,A05,4.8,Resolved,5
104282,2026-05-30,Email,Baggage Issue,Leisure,Jakarta,A12,13.8,Resolved,5
104283,2026-05-30,Call Center,Refund Request,Corporate,Makassar,A03,38.1,Resolved,5
104284,2026-05-30,Email,Booking Change,First-time,Surabaya,A06,6.8,Resolved,5
104285,2026-05-30,Email,Refund Request,First-time,Makassar,A08,14.5,Resolved,5
104286,2026-05-30,Email,Booking Change,Corporate,Jakarta,A05,6.2,Resolved,5
104287,2026-05-30,WhatsApp,Refund Request,Leisure,Makassar,A13,26.2,Resolved,5
104288,2026-05-30,Email,Booking Change,Leisure,Medan,A02,8.4,Resolved,5
104289,2026-05-31,App,Booking Change,Business,Makassar,A06,3.8,Resolved,5
104290,2026-05-31,WhatsApp,Booking Change,Corporate,Medan,A03,11.9,Resolved,4
104291,2026-05-31,App,Baggage Issue,Leisure,Jakarta,A14,15.4,Resolved,2
104292,2026-05-31,WhatsApp,Cancellation,Corporate,Medan,A01,0.5,Resolved,5
104293,2026-05-31,Email,Complaint,Leisure,Bali,A04,2.7,Resolved,5
104294,2026-05-31,Email,Baggage Issue,First-time,Surabaya,A08,14.9,Resolved,5
104295,2026-05-31,Web,Baggage Issue,Leisure,Jakarta,A13,19.6,Resolved,3
104296,2026-05-31,WhatsApp,Booking Change,First-time,Makassar,A08,7.4,Resolved,1
104297,2026-05-31,Call Center,Loyalty/Account,First-time,Jakarta,A06,5.5,Resolved,1
104298,2026-05-31,App,Flight Delay,Leisure,Jakarta,A11,9.4,Resolved,4
104299,2026-05-31,Web,Booking Change,First-time,Medan,A11,7.4,Resolved,5
104300,2026-05-31,Call Center,Loyalty/Account,First-time,Makassar,A07,1.6,Resolved,4
104301,2026-05-31,App,Complaint,First-time,Jakarta,A15,24.3,Resolved,5
104302,2026-05-31,WhatsApp,Refund Request,First-time,Medan,A05,19.0,Resolved,2
104303,2026-05-31,Call Center,Loyalty/Account,First-time,Bali,A15,3.0,Resolved,5
104304,2026-05-31,WhatsApp,Complaint,First-time,Bali,A07,24.1,Resolved,2
104305,2026-05-31,Email,Cancellation,First-time,Medan,A10,9.7,Resolved,5
104306,2026-05-31,Call Center,Booking Change,Corporate,Surabaya,A14,9.2,Resolved,5
104307,2026-05-31,Call Center,Refund Request,Leisure,Surabaya,A01,31.4,Resolved,4
104308,2026-05-31,WhatsApp,Booking Change,Corporate,Makassar,A07,4.2,Resolved,5
104309,2026-05-31,Web,Baggage Issue,Corporate,Jakarta,A08,20.3,Resolved,1
104310,2026-05-31,App,Cancellation,First-time,Makassar,A06,6.5,Resolved,5
104311,2026-05-31,WhatsApp,Cancellation,Corporate,Medan,A04,12.1,Resolved,3
104312,2026-05-31,App,Refund Request,Leisure,Bali,A08,45.1,Resolved,5
104313,2026-05-31,Call Center,Loyalty/Account,Corporate,Jakarta,A01,3.7,Resolved,1
104314,2026-05-31,App,Refund Request,Leisure,Bali,A01,18.3,Resolved,3
104315,2026-05-31,Email,Flight Delay,Business,Makassar,A11,9.2,Resolved,2
104316,2026-05-31,Email,Flight Delay,First-time,Bali,A14,10.4,Resolved,5
104317,2026-05-31,Web,Booking Change,Business,Medan,A14,6.7,Resolved,5
104318,2026-05-31,Call Center,Booking Change,Leisure,Makassar,A14,2.7,Resolved,5
104319,2026-06-01,App,Booking Change,First-time,Medan,A08,6.4,Resolved,5
104320,2026-06-01,Email,Refund Request,Corporate,Makassar,A08,24.5,Resolved,5
104321,2026-06-01,Email,Flight Delay,Business,Jakarta,A02,11.7,Resolved,2
104322,2026-06-01,WhatsApp,Refund Request,First-time,Makassar,A04,38.3,Resolved,5
104323,2026-06-01,Email,Complaint,Corporate,Surabaya,A01,28.2,Resolved,1
104324,2026-06-01,App,Flight Delay,First-time,Medan,A08,17.0,Resolved,1
104325,2026-06-01,WhatsApp,Cancellation,Leisure,Surabaya,A03,10.4,Resolved,2
104326,2026-06-01,Email,Baggage Issue,Business,Surabaya,A08,29.4,Resolved,2
104327,2026-06-01,Web,Baggage Issue,Corporate,Jakarta,A15,25.2,Resolved,4
104328,2026-06-01,WhatsApp,Refund Request,Leisure,Medan,A02,22.7,Resolved,4
104329,2026-06-01,App,Cancellation,Corporate,Jakarta,A14,9.0,Open,
104330,2026-06-01,Call Center,Flight Delay,Business,Makassar,A08,12.6,Resolved,5
104331,2026-06-01,Call Center,Loyalty/Account,Leisure,Surabaya,A09,4.8,Resolved,1
104332,2026-06-01,Call Center,Refund Request,Corporate,Jakarta,A15,20.6,Resolved,5
104333,2026-06-01,App,Booking Change,Leisure,Makassar,A04,7.9,Resolved,4
104334,2026-06-01,Web,Complaint,First-time,Bali,A12,31.1,Resolved,4
104335,2026-06-01,WhatsApp,Cancellation,Corporate,Makassar,A14,9.7,Resolved,5
104336,2026-06-01,Web,Baggage Issue,Corporate,Makassar,A01,23.6,Resolved,5
104337,2026-06-01,Email,Baggage Issue,First-time,Bali,A01,25.5,Resolved,3
104338,2026-06-01,Web,Complaint,Leisure,Bali,A04,9.2,Resolved,5
104339,2026-06-01,Web,Loyalty/Account,First-time,Medan,A04,6.1,Resolved,1
104340,2026-06-01,Call Center,Refund Request,First-time,Bali,A01,32.2,Resolved,5
104341,2026-06-01,Call Center,Baggage Issue,Leisure,Bali,A13,18.7,Resolved,5
104342,2026-06-01,Web,Loyalty/Account,Leisure,Jakarta,A14,3.5,Resolved,4
104343,2026-06-02,App,Booking Change,Corporate,Jakarta,A05,6.7,Resolved,5
104344,2026-06-02,Web,Booking Change,First-time,Makassar,A13,6.7,Resolved,5
104345,2026-06-02,Web,Complaint,Leisure,Makassar,A15,44.6,Resolved,2
104346,2026-06-02,Call Center,Cancellation,Business,Makassar,A08,8.2,Resolved,5
104347,2026-06-02,WhatsApp,Flight Delay,Business,Makassar,A12,17.3,Resolved,2
104348,2026-06-02,App,Refund Request,Leisure,Bali,A09,48.3,Resolved,5
104349,2026-06-02,Call Center,Baggage Issue,Business,Medan,A14,22.6,Resolved,4
104350,2026-06-02,Email,Booking Change,Corporate,Bali,A11,7.7,Resolved,4
104351,2026-06-02,Call Center,Flight Delay,Leisure,Bali,A10,13.5,Resolved,4
104352,2026-06-02,Call Center,Cancellation,Corporate,Bali,A12,10.3,Resolved,5
104353,2026-06-02,Call Center,Baggage Issue,Corporate,Jakarta,A09,9.0,Resolved,4
104354,2026-06-02,WhatsApp,Refund Request,Leisure,Makassar,A03,24.7,Resolved,5
104355,2026-06-02,Call Center,Cancellation,Leisure,Surabaya,A01,2.7,Resolved,5
104356,2026-06-02,Call Center,Complaint,Business,Bali,A09,30.5,Resolved,1
104357,2026-06-02,Email,Flight Delay,Business,Surabaya,A08,12.7,Resolved,5
104358,2026-06-02,Call Center,Flight Delay,First-time,Bali,A10,8.0,Resolved,5
104359,2026-06-02,Web,Complaint,Leisure,Surabaya,A09,6.3,Resolved,4
104360,2026-06-02,App,Refund Request,First-time,Makassar,A01,37.6,Resolved,2
104361,2026-06-02,Call Center,Complaint,Corporate,Makassar,A09,30.1,Resolved,4
104362,2026-06-02,Email,Refund Request,Leisure,Medan,A03,16.5,Resolved,5
104363,2026-06-02,Web,Complaint,First-time,Jakarta,A06,19.5,Resolved,2
104364,2026-06-02,Call Center,Cancellation,First-time,Medan,A10,12.1,Resolved,5
104365,2026-06-02,Email,Refund Request,Business,Surabaya,A03,24.8,Resolved,5
104366,2026-06-02,Web,Refund Request,Corporate,Jakarta,A05,19.1,Resolved,3
104367,2026-06-02,Call Center,Baggage Issue,Leisure,Jakarta,A05,24.3,Resolved,5
104368,2026-06-02,Email,Refund Request,Corporate,Bali,A13,27.3,Resolved,5
104369,2026-06-03,Call Center,Loyalty/Account,Business,Surabaya,A13,6.3,Resolved,1
104370,2026-06-03,WhatsApp,Flight Delay,Leisure,Makassar,A06,10.7,Resolved,5
104371,2026-06-03,WhatsApp,Complaint,Leisure,Jakarta,A07,24.2,Resolved,5
104372,2026-06-03,WhatsApp,Refund Request,Corporate,Medan,A06,26.1,Resolved,5
104373,2026-06-03,Web,Cancellation,First-time,Makassar,A04,7.0,Open,
104374,2026-06-03,Email,Loyalty/Account,Business,Jakarta,A01,5.0,Resolved,1
104375,2026-06-03,App,Loyalty/Account,Corporate,Jakarta,A01,2.1,Resolved,5
104376,2026-06-03,Web,Booking Change,Corporate,Surabaya,A01,9.1,Resolved,5
104377,2026-06-03,Web,Booking Change,Business,Surabaya,A10,3.4,Open,
104378,2026-06-03,WhatsApp,Loyalty/Account,Business,Makassar,A11,4.8,Resolved,5
104379,2026-06-03,WhatsApp,Baggage Issue,Leisure,Makassar,A10,19.5,Resolved,5
104380,2026-06-03,Email,Booking Change,First-time,Medan,A07,8.0,Resolved,1
104381,2026-06-03,WhatsApp,Loyalty/Account,Business,Jakarta,A04,3.2,Resolved,5
104382,2026-06-03,Email,Cancellation,First-time,Bali,A05,15.9,Resolved,1
104383,2026-06-03,Email,Refund Request,Leisure,Bali,A11,10.9,Resolved,4
104384,2026-06-03,Web,Baggage Issue,First-time,Medan,A08,13.6,Resolved,4
104385,2026-06-03,Call Center,Flight Delay,First-time,Medan,A05,9.7,Resolved,5
104386,2026-06-03,WhatsApp,Booking Change,Corporate,Medan,A04,5.1,Resolved,4
104387,2026-06-03,Call Center,Cancellation,Business,Jakarta,A06,11.5,Resolved,5
104388,2026-06-03,WhatsApp,Refund Request,Business,Medan,A13,18.6,Open,
104389,2026-06-03,WhatsApp,Flight Delay,First-time,Bali,A07,6.5,Resolved,5
104390,2026-06-03,WhatsApp,Loyalty/Account,Business,Surabaya,A13,5.5,Resolved,5
104391,2026-06-03,Email,Cancellation,Business,Bali,A09,7.4,Open,
104392,2026-06-03,WhatsApp,Flight Delay,Business,Medan,A13,12.2,Resolved,1
104393,2026-06-03,WhatsApp,Baggage Issue,Leisure,Surabaya,A07,11.9,Resolved,5
104394,2026-06-03,Call Center,Refund Request,Business,Jakarta,A13,30.5,Resolved,4
104395,2026-06-03,Email,Cancellation,Corporate,Medan,A11,13.8,Resolved,1
104396,2026-06-03,App,Flight Delay,First-time,Makassar,A01,2.3,Resolved,5
104397,2026-06-03,Email,Complaint,Business,Medan,A11,11.8,Resolved,5
104398,2026-06-03,Email,Loyalty/Account,Business,Surabaya,A01,5.0,Resolved,5
104399,2026-06-03,Call Center,Loyalty/Account,Corporate,Surabaya,A13,4.0,Resolved,5
104400,2026-06-04,Email,Flight Delay,First-time,Bali,A12,13.4,Resolved,5
104401,2026-06-04,WhatsApp,Booking Change,Corporate,Jakarta,A02,3.4,Resolved,4
104402,2026-06-04,App,Complaint,First-time,Bali,A04,18.9,Resolved,2
104403,2026-06-04,App,Flight Delay,Leisure,Makassar,A11,11.7,Resolved,5
104404,2026-06-04,Email,Baggage Issue,First-time,Medan,A12,22.6,Resolved,5
104405,2026-06-04,Web,Flight Delay,Leisure,Bali,A04,12.6,Resolved,1
104406,2026-06-04,App,Cancellation,Leisure,Medan,A01,11.7,Resolved,5
104407,2026-06-04,Email,Booking Change,Corporate,Bali,A15,8.2,Resolved,3
104408,2026-06-04,WhatsApp,Cancellation,Corporate,Makassar,A01,4.1,Resolved,5
104409,2026-06-04,WhatsApp,Booking Change,Business,Bali,A10,0.6,Resolved,5
104410,2026-06-04,Call Center,Loyalty/Account,Business,Jakarta,A14,5.7,Open,
104411,2026-06-04,Web,Flight Delay,Corporate,Jakarta,A01,11.4,Resolved,2
104412,2026-06-04,WhatsApp,Loyalty/Account,Leisure,Medan,A10,4.1,Resolved,5
104413,2026-06-04,Call Center,Loyalty/Account,First-time,Jakarta,A08,4.2,Open,
104414,2026-06-04,Call Center,Refund Request,Business,Medan,A04,52.7,Resolved,5
104415,2026-06-04,App,Flight Delay,Corporate,Medan,A03,12.9,Resolved,1
104416,2026-06-04,Web,Refund Request,Leisure,Medan,A05,42.0,Resolved,5
104417,2026-06-04,App,Booking Change,First-time,Surabaya,A11,6.2,Resolved,5
104418,2026-06-04,App,Flight Delay,Corporate,Jakarta,A01,18.8,Resolved,4
104419,2026-06-04,Email,Cancellation,First-time,Makassar,A01,9.7,Resolved,5
104420,2026-06-04,WhatsApp,Booking Change,Business,Jakarta,A02,6.1,Resolved,5
104421,2026-06-04,Web,Cancellation,Business,Surabaya,A06,10.8,Resolved,2
104422,2026-06-04,Call Center,Loyalty/Account,Leisure,Bali,A09,3.0,Resolved,4
104423,2026-06-04,Call Center,Refund Request,Leisure,Medan,A08,40.5,Resolved,5
104424,2026-06-04,Web,Complaint,Business,Jakarta,A05,5.4,Resolved,5
104425,2026-06-04,App,Flight Delay,Corporate,Bali,A10,19.6,Resolved,1
104426,2026-06-04,Call Center,Baggage Issue,Leisure,Bali,A09,19.8,Resolved,2
104427,2026-06-04,Call Center,Booking Change,Business,Surabaya,A07,6.6,Resolved,5
104428,2026-06-04,Email,Cancellation,Leisure,Bali,A12,3.7,Resolved,4
104429,2026-06-04,WhatsApp,Booking Change,Leisure,Jakarta,A14,4.1,Resolved,2
104430,2026-06-04,Web,Refund Request,First-time,Jakarta,A02,27.6,Resolved,5
104431,2026-06-04,App,Loyalty/Account,Corporate,Medan,A02,4.6,Resolved,3
104432,2026-06-04,WhatsApp,Flight Delay,Business,Surabaya,A12,8.0,Resolved,5
104433,2026-06-05,WhatsApp,Complaint,Corporate,Medan,A02,11.5,Resolved,5
104434,2026-06-05,Web,Booking Change,Business,Makassar,A01,6.9,Resolved,5
104435,2026-06-05,WhatsApp,Booking Change,Corporate,Bali,A02,6.5,Resolved,5
104436,2026-06-05,Web,Baggage Issue,First-time,Makassar,A15,8.3,Resolved,5
104437,2026-06-05,App,Booking Change,Corporate,Bali,A07,3.7,Resolved,2
104438,2026-06-05,WhatsApp,Complaint,Business,Bali,A04,36.3,Resolved,4
